TOP.5fe6a037.000b1094	START
TOP.5fe7b5db.0003135a	folder_config->install_dir	.
TOP.5fe7b5db.0003135a	folder_config->profile_dir	.
TOP.5fe7b5db.0003135a	folder_config->session_dir	.
TOP.5fe7b5db.0003135a	folder_config->shared_dir	.
TOP.5fe7b5db.0003135a	user_options->separator	:
TOP.5fe7b5db.0003135a	user_options->encoding_from	utf-8
TOP.5fe7b5db.0003135a	user_options->encoding_to	utf-8
TOP.5fe7b5db.0003135a	user_options->rule_buf_l	:
TOP.5fe7b5db.0003135a	user_options->rule_buf_r	:
TOP.5fe7b5db.0003135a	user_options->session	hashcat
TOP.5fe7b5db.0003135a	user_options->limit	0
TOP.5fe7b5db.0003135a	user_options->skip	0
TOP.5fe7b5db.0003135a	user_options->attack_mode	0
TOP.5fe7b5db.0003135a	user_options->benchmark	0
TOP.5fe7b5db.0003135a	user_options->benchmark_all	0
TOP.5fe7b5db.0003135a	user_options->bitmap_max	18
TOP.5fe7b5db.0003135a	user_options->bitmap_min	16
TOP.5fe7b5db.0003135a	user_options->debug_mode	0
TOP.5fe7b5db.0003135a	user_options->example_hashes	0
TOP.5fe7b5db.0003135a	user_options->force	0
TOP.5fe7b5db.0003135a	user_options->hwmon_disable	0
TOP.5fe7b5db.0003135a	user_options->hwmon_temp_abort	90
TOP.5fe7b5db.0003135a	user_options->hash_mode	0
TOP.5fe7b5db.0003135a	user_options->hex_charset	0
TOP.5fe7b5db.0003135a	user_options->hex_salt	0
TOP.5fe7b5db.0003135a	user_options->hex_wordlist	0
TOP.5fe7b5db.0003135a	user_options->hook_threads	32
TOP.5fe7b5db.0003135a	user_options->increment	0
TOP.5fe7b5db.0003135a	user_options->increment_max	256
TOP.5fe7b5db.0003135a	user_options->increment_min	1
TOP.5fe7b5db.0003135a	user_options->keep_guessing	0
TOP.5fe7b5db.0003135a	user_options->kernel_accel	0
TOP.5fe7b5db.0003135a	user_options->kernel_loops	0
TOP.5fe7b5db.0003135a	user_options->kernel_threads	0
TOP.5fe7b5db.0003135a	user_options->keyspace	0
TOP.5fe7b5db.0003135a	user_options->left	0
TOP.5fe7b5db.0003135a	user_options->logfile_disable	0
TOP.5fe7b5db.0003135a	user_options->loopback	0
TOP.5fe7b5db.0003135a	user_options->machine_readable	0
TOP.5fe7b5db.0003135a	user_options->markov_classic	0
TOP.5fe7b5db.0003135a	user_options->markov_disable	0
TOP.5fe7b5db.0003135a	user_options->markov_threshold	256
TOP.5fe7b5db.0003135a	user_options->backend_info	0
TOP.5fe7b5db.0003135a	user_options->backend_vector_width	0
TOP.5fe7b5db.0003135a	user_options->optimized_kernel_enable	0
TOP.5fe7b5db.0003135a	user_options->outfile_autohex	1
TOP.5fe7b5db.0003135a	user_options->outfile_check_timer	5
TOP.5fe7b5db.0003135a	user_options->outfile_format	3
TOP.5fe7b5db.0003135a	user_options->wordlist_autohex_disable	0
TOP.5fe7b5db.0003135a	user_options->potfile_disable	0
TOP.5fe7b5db.0003135a	user_options->progress_only	0
TOP.5fe7b5db.0003135a	user_options->quiet	0
TOP.5fe7b5db.0003135a	user_options->remove	0
TOP.5fe7b5db.0003135a	user_options->remove_timer	60
TOP.5fe7b5db.0003135a	user_options->restore	0
TOP.5fe7b5db.0003135a	user_options->restore_disable	0
TOP.5fe7b5db.0003135a	user_options->restore_timer	60
TOP.5fe7b5db.0003135a	user_options->rp_files_cnt	0
TOP.5fe7b5db.0003135a	user_options->rp_gen	0
TOP.5fe7b5db.0003135a	user_options->rp_gen_func_max	4
TOP.5fe7b5db.0003135a	user_options->rp_gen_func_min	1
TOP.5fe7b5db.0003135a	user_options->rp_gen_seed	0
TOP.5fe7b5db.0003135a	user_options->runtime	0
TOP.5fe7b5db.0003135a	user_options->scrypt_tmto	0
TOP.5fe7b5db.0003135a	user_options->segment_size	33554432
TOP.5fe7b5db.0003135a	user_options->self_test_disable	0
TOP.5fe7b5db.0003135a	user_options->slow_candidates	0
TOP.5fe7b5db.0003135a	user_options->show	0
TOP.5fe7b5db.0003135a	user_options->speed_only	0
TOP.5fe7b5db.0003135a	user_options->spin_damp	0
TOP.5fe7b5db.0003135a	user_options->status	0
TOP.5fe7b5db.0003135a	user_options->status_json	0
TOP.5fe7b5db.0003135a	user_options->status_timer	10
TOP.5fe7b5db.0003135a	user_options->stdout_flag	0
TOP.5fe7b5db.0003135a	user_options->usage	0
TOP.5fe7b5db.0003135a	user_options->username	0
TOP.5fe7b5db.0003135a	user_options->veracrypt_pim_start	485
TOP.5fe7b5db.0003135a	user_options->veracrypt_pim_stop	485
TOP.5fe7b5db.0003135a	user_options->version	0
TOP.5fe7b5db.0003135a	user_options->workload_profile	2
TOP.5fe7b5db.0003135a	user_options->brain_client	0
TOP.5fe7b5db.0003135a	user_options->brain_client_features	2
TOP.5fe7b5db.0003135a	user_options->brain_server	0
TOP.5fe7b5db.0003135a	user_options->brain_server_timer	300
TOP.5fe7b5db.0003135a	user_options->brain_port	6863
TOP.5fe7b5db.0003135a	user_options->brain_session	0
TOP.5fe7b5db.0003135a	hashes->hashlist_mode	2
TOP.5fe7b5db.0003135a	hashes->hashlist_format	0
TOP.5fe7b5db.0003135a	hashes->hashes_cnt	0
TOP.5fe7b5db.0003135a	hashes->digests_cnt	1
TOP.5fe7b5db.0003135a	hashes->digests_done	0
TOP.5fe7b5db.0003135a	hashes->salts_cnt	1
TOP.5fe7b5db.0003135a	hashes->salts_done	0
TOP.5fe7b5db.0003135a	SUB.5fe7b5db.00069455	START
TOP.5fe7b5db.0003135a	SUB.5fe7b5db.00069455	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7b5db.0003135a	SUB.5fe7b5db.00069455	runtime_start	1609020891
TOP.5fe7b5db.0003135a	SUB.5fe7b5db.00069455	runtime_stop	1609020891
TOP.5fe7b5db.0003135a	SUB.5fe7b5db.00069455	status-after-work	5
TOP.5fe7b5db.0003135a	SUB.5fe7b5db.00069455	STOP
TOP.5fe7b5db.0003135a	proc_start	1609020891
TOP.5fe7b5db.0003135a	proc_stop	1609020892
TOP.5fe7b5db.0003135a	STOP
TOP.5fe7b5ed.00083330	START
TOP.5fe7b5ed.00083330	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7b5ed.00083330	folder_config->install_dir	.
TOP.5fe7b5ed.00083330	folder_config->profile_dir	.
TOP.5fe7b5ed.00083330	folder_config->session_dir	.
TOP.5fe7b5ed.00083330	folder_config->shared_dir	.
TOP.5fe7b5ed.00083330	user_options->separator	:
TOP.5fe7b5ed.00083330	user_options->encoding_from	utf-8
TOP.5fe7b5ed.00083330	user_options->encoding_to	utf-8
TOP.5fe7b5ed.00083330	user_options->rule_buf_l	:
TOP.5fe7b5ed.00083330	user_options->rule_buf_r	:
TOP.5fe7b5ed.00083330	user_options->session	hashcat
TOP.5fe7b5ed.00083330	user_options->limit	0
TOP.5fe7b5ed.00083330	user_options->skip	0
TOP.5fe7b5ed.00083330	user_options->attack_mode	0
TOP.5fe7b5ed.00083330	user_options->benchmark	0
TOP.5fe7b5ed.00083330	user_options->benchmark_all	0
TOP.5fe7b5ed.00083330	user_options->bitmap_max	18
TOP.5fe7b5ed.00083330	user_options->bitmap_min	16
TOP.5fe7b5ed.00083330	user_options->debug_mode	0
TOP.5fe7b5ed.00083330	user_options->example_hashes	0
TOP.5fe7b5ed.00083330	user_options->force	0
TOP.5fe7b5ed.00083330	user_options->hwmon_disable	0
TOP.5fe7b5ed.00083330	user_options->hwmon_temp_abort	90
TOP.5fe7b5ed.00083330	user_options->hash_mode	0
TOP.5fe7b5ed.00083330	user_options->hex_charset	0
TOP.5fe7b5ed.00083330	user_options->hex_salt	0
TOP.5fe7b5ed.00083330	user_options->hex_wordlist	0
TOP.5fe7b5ed.00083330	user_options->hook_threads	32
TOP.5fe7b5ed.00083330	user_options->increment	0
TOP.5fe7b5ed.00083330	user_options->increment_max	256
TOP.5fe7b5ed.00083330	user_options->increment_min	1
TOP.5fe7b5ed.00083330	user_options->keep_guessing	0
TOP.5fe7b5ed.00083330	user_options->kernel_accel	0
TOP.5fe7b5ed.00083330	user_options->kernel_loops	0
TOP.5fe7b5ed.00083330	user_options->kernel_threads	0
TOP.5fe7b5ed.00083330	user_options->keyspace	0
TOP.5fe7b5ed.00083330	user_options->left	0
TOP.5fe7b5ed.00083330	user_options->logfile_disable	0
TOP.5fe7b5ed.00083330	user_options->loopback	0
TOP.5fe7b5ed.00083330	user_options->machine_readable	0
TOP.5fe7b5ed.00083330	user_options->markov_classic	0
TOP.5fe7b5ed.00083330	user_options->markov_disable	0
TOP.5fe7b5ed.00083330	user_options->markov_threshold	256
TOP.5fe7b5ed.00083330	user_options->backend_info	0
TOP.5fe7b5ed.00083330	user_options->backend_vector_width	0
TOP.5fe7b5ed.00083330	user_options->optimized_kernel_enable	0
TOP.5fe7b5ed.00083330	user_options->outfile_autohex	1
TOP.5fe7b5ed.00083330	user_options->outfile_check_timer	5
TOP.5fe7b5ed.00083330	user_options->outfile_format	3
TOP.5fe7b5ed.00083330	user_options->wordlist_autohex_disable	0
TOP.5fe7b5ed.00083330	user_options->potfile_disable	0
TOP.5fe7b5ed.00083330	user_options->progress_only	0
TOP.5fe7b5ed.00083330	user_options->quiet	0
TOP.5fe7b5ed.00083330	user_options->remove	0
TOP.5fe7b5ed.00083330	user_options->remove_timer	60
TOP.5fe7b5ed.00083330	user_options->restore	0
TOP.5fe7b5ed.00083330	user_options->restore_disable	0
TOP.5fe7b5ed.00083330	user_options->restore_timer	60
TOP.5fe7b5ed.00083330	user_options->rp_files_cnt	0
TOP.5fe7b5ed.00083330	user_options->rp_gen	0
TOP.5fe7b5ed.00083330	user_options->rp_gen_func_max	4
TOP.5fe7b5ed.00083330	user_options->rp_gen_func_min	1
TOP.5fe7b5ed.00083330	user_options->rp_gen_seed	0
TOP.5fe7b5ed.00083330	user_options->runtime	0
TOP.5fe7b5ed.00083330	user_options->scrypt_tmto	0
TOP.5fe7b5ed.00083330	user_options->segment_size	33554432
TOP.5fe7b5ed.00083330	user_options->self_test_disable	0
TOP.5fe7b5ed.00083330	user_options->slow_candidates	0
TOP.5fe7b5ed.00083330	user_options->show	0
TOP.5fe7b5ed.00083330	user_options->speed_only	0
TOP.5fe7b5ed.00083330	user_options->spin_damp	0
TOP.5fe7b5ed.00083330	user_options->status	0
TOP.5fe7b5ed.00083330	user_options->status_json	0
TOP.5fe7b5ed.00083330	user_options->status_timer	10
TOP.5fe7b5ed.00083330	user_options->stdout_flag	0
TOP.5fe7b5ed.00083330	user_options->usage	0
TOP.5fe7b5ed.00083330	user_options->username	0
TOP.5fe7b5ed.00083330	user_options->veracrypt_pim_start	485
TOP.5fe7b5ed.00083330	user_options->veracrypt_pim_stop	485
TOP.5fe7b5ed.00083330	user_options->version	0
TOP.5fe7b5ed.00083330	user_options->workload_profile	2
TOP.5fe7b5ed.00083330	user_options->brain_client	0
TOP.5fe7b5ed.00083330	user_options->brain_client_features	2
TOP.5fe7b5ed.00083330	user_options->brain_server	0
TOP.5fe7b5ed.00083330	user_options->brain_server_timer	300
TOP.5fe7b5ed.00083330	user_options->brain_port	6863
TOP.5fe7b5ed.00083330	user_options->brain_session	0
TOP.5fe7b5ed.00083330	hashes->hashlist_mode	2
TOP.5fe7b5ed.00083330	hashes->hashlist_format	0
TOP.5fe7b5ed.00083330	hashes->hashes_cnt	0
TOP.5fe7b5ed.00083330	hashes->digests_cnt	1
TOP.5fe7b5ed.00083330	hashes->digests_done	0
TOP.5fe7b5ed.00083330	hashes->salts_cnt	1
TOP.5fe7b5ed.00083330	hashes->salts_done	0
TOP.5fe7b5ed.00083330	SUB.5fe7b5ed.000c1f0c	START
TOP.5fe7b5ed.00083330	SUB.5fe7b5ed.000c1f0c	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7b5ed.00083330	SUB.5fe7b5ed.000c1f0c	runtime_start	1609020910
TOP.5fe7b5ed.00083330	SUB.5fe7b5ed.000c1f0c	runtime_stop	1609020910
TOP.5fe7b5ed.00083330	SUB.5fe7b5ed.000c1f0c	status-after-work	5
TOP.5fe7b5ed.00083330	SUB.5fe7b5ed.000c1f0c	STOP
TOP.5fe7b5ed.00083330	proc_start	1609020909
TOP.5fe7b5ed.00083330	proc_stop	1609020911
TOP.5fe7b5ed.00083330	STOP
TOP.5fe7b5ff.00092471	START
TOP.5fe7b5ff.00092471	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7b5ff.00092471	folder_config->install_dir	.
TOP.5fe7b5ff.00092471	folder_config->profile_dir	.
TOP.5fe7b5ff.00092471	folder_config->session_dir	.
TOP.5fe7b5ff.00092471	folder_config->shared_dir	.
TOP.5fe7b5ff.00092471	user_options->separator	:
TOP.5fe7b5ff.00092471	user_options->encoding_from	utf-8
TOP.5fe7b5ff.00092471	user_options->encoding_to	utf-8
TOP.5fe7b5ff.00092471	user_options->rule_buf_l	:
TOP.5fe7b5ff.00092471	user_options->rule_buf_r	:
TOP.5fe7b5ff.00092471	user_options->session	hashcat
TOP.5fe7b5ff.00092471	user_options->limit	0
TOP.5fe7b5ff.00092471	user_options->skip	0
TOP.5fe7b5ff.00092471	user_options->attack_mode	0
TOP.5fe7b5ff.00092471	user_options->benchmark	0
TOP.5fe7b5ff.00092471	user_options->benchmark_all	0
TOP.5fe7b5ff.00092471	user_options->bitmap_max	18
TOP.5fe7b5ff.00092471	user_options->bitmap_min	16
TOP.5fe7b5ff.00092471	user_options->debug_mode	0
TOP.5fe7b5ff.00092471	user_options->example_hashes	0
TOP.5fe7b5ff.00092471	user_options->force	0
TOP.5fe7b5ff.00092471	user_options->hwmon_disable	0
TOP.5fe7b5ff.00092471	user_options->hwmon_temp_abort	90
TOP.5fe7b5ff.00092471	user_options->hash_mode	0
TOP.5fe7b5ff.00092471	user_options->hex_charset	0
TOP.5fe7b5ff.00092471	user_options->hex_salt	0
TOP.5fe7b5ff.00092471	user_options->hex_wordlist	0
TOP.5fe7b5ff.00092471	user_options->hook_threads	32
TOP.5fe7b5ff.00092471	user_options->increment	0
TOP.5fe7b5ff.00092471	user_options->increment_max	256
TOP.5fe7b5ff.00092471	user_options->increment_min	1
TOP.5fe7b5ff.00092471	user_options->keep_guessing	0
TOP.5fe7b5ff.00092471	user_options->kernel_accel	0
TOP.5fe7b5ff.00092471	user_options->kernel_loops	0
TOP.5fe7b5ff.00092471	user_options->kernel_threads	0
TOP.5fe7b5ff.00092471	user_options->keyspace	0
TOP.5fe7b5ff.00092471	user_options->left	0
TOP.5fe7b5ff.00092471	user_options->logfile_disable	0
TOP.5fe7b5ff.00092471	user_options->loopback	0
TOP.5fe7b5ff.00092471	user_options->machine_readable	0
TOP.5fe7b5ff.00092471	user_options->markov_classic	0
TOP.5fe7b5ff.00092471	user_options->markov_disable	0
TOP.5fe7b5ff.00092471	user_options->markov_threshold	256
TOP.5fe7b5ff.00092471	user_options->backend_info	0
TOP.5fe7b5ff.00092471	user_options->backend_vector_width	0
TOP.5fe7b5ff.00092471	user_options->optimized_kernel_enable	0
TOP.5fe7b5ff.00092471	user_options->outfile_autohex	1
TOP.5fe7b5ff.00092471	user_options->outfile_check_timer	5
TOP.5fe7b5ff.00092471	user_options->outfile_format	3
TOP.5fe7b5ff.00092471	user_options->wordlist_autohex_disable	0
TOP.5fe7b5ff.00092471	user_options->potfile_disable	0
TOP.5fe7b5ff.00092471	user_options->progress_only	0
TOP.5fe7b5ff.00092471	user_options->quiet	0
TOP.5fe7b5ff.00092471	user_options->remove	0
TOP.5fe7b5ff.00092471	user_options->remove_timer	60
TOP.5fe7b5ff.00092471	user_options->restore	0
TOP.5fe7b5ff.00092471	user_options->restore_disable	0
TOP.5fe7b5ff.00092471	user_options->restore_timer	60
TOP.5fe7b5ff.00092471	user_options->rp_files_cnt	0
TOP.5fe7b5ff.00092471	user_options->rp_gen	0
TOP.5fe7b5ff.00092471	user_options->rp_gen_func_max	4
TOP.5fe7b5ff.00092471	user_options->rp_gen_func_min	1
TOP.5fe7b5ff.00092471	user_options->rp_gen_seed	0
TOP.5fe7b5ff.00092471	user_options->runtime	0
TOP.5fe7b5ff.00092471	user_options->scrypt_tmto	0
TOP.5fe7b5ff.00092471	user_options->segment_size	33554432
TOP.5fe7b5ff.00092471	user_options->self_test_disable	0
TOP.5fe7b5ff.00092471	user_options->slow_candidates	0
TOP.5fe7b5ff.00092471	user_options->show	0
TOP.5fe7b5ff.00092471	user_options->speed_only	0
TOP.5fe7b5ff.00092471	user_options->spin_damp	0
TOP.5fe7b5ff.00092471	user_options->status	0
TOP.5fe7b5ff.00092471	user_options->status_json	0
TOP.5fe7b5ff.00092471	user_options->status_timer	10
TOP.5fe7b5ff.00092471	user_options->stdout_flag	0
TOP.5fe7b5ff.00092471	user_options->usage	0
TOP.5fe7b5ff.00092471	user_options->username	0
TOP.5fe7b5ff.00092471	user_options->veracrypt_pim_start	485
TOP.5fe7b5ff.00092471	user_options->veracrypt_pim_stop	485
TOP.5fe7b5ff.00092471	user_options->version	0
TOP.5fe7b5ff.00092471	user_options->workload_profile	2
TOP.5fe7b5ff.00092471	user_options->brain_client	0
TOP.5fe7b5ff.00092471	user_options->brain_client_features	2
TOP.5fe7b5ff.00092471	user_options->brain_server	0
TOP.5fe7b5ff.00092471	user_options->brain_server_timer	300
TOP.5fe7b5ff.00092471	user_options->brain_port	6863
TOP.5fe7b5ff.00092471	user_options->brain_session	0
TOP.5fe7b5ff.00092471	hashes->hashlist_mode	2
TOP.5fe7b5ff.00092471	hashes->hashlist_format	0
TOP.5fe7b5ff.00092471	hashes->hashes_cnt	0
TOP.5fe7b5ff.00092471	hashes->digests_cnt	1
TOP.5fe7b5ff.00092471	hashes->digests_done	0
TOP.5fe7b5ff.00092471	hashes->salts_cnt	1
TOP.5fe7b5ff.00092471	hashes->salts_done	0
TOP.5fe7b5ff.00092471	SUB.5fe7b5ff.000ce556	START
TOP.5fe7b5ff.00092471	SUB.5fe7b5ff.000ce556	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7b5ff.00092471	SUB.5fe7b5ff.000ce556	runtime_start	1609020928
TOP.5fe7b5ff.00092471	SUB.5fe7b5ff.000ce556	runtime_stop	1609020928
TOP.5fe7b5ff.00092471	SUB.5fe7b5ff.000ce556	status-after-work	5
TOP.5fe7b5ff.00092471	SUB.5fe7b5ff.000ce556	STOP
TOP.5fe7b5ff.00092471	proc_start	1609020927
TOP.5fe7b5ff.00092471	proc_stop	1609020929
TOP.5fe7b5ff.00092471	STOP
TOP.5fe7bb76.00050130	START
TOP.5fe7bb76.00050130	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7bb76.00050130	folder_config->install_dir	.
TOP.5fe7bb76.00050130	folder_config->profile_dir	.
TOP.5fe7bb76.00050130	folder_config->session_dir	.
TOP.5fe7bb76.00050130	folder_config->shared_dir	.
TOP.5fe7bb76.00050130	user_options->separator	:
TOP.5fe7bb76.00050130	user_options->encoding_from	utf-8
TOP.5fe7bb76.00050130	user_options->encoding_to	utf-8
TOP.5fe7bb76.00050130	user_options->rule_buf_l	:
TOP.5fe7bb76.00050130	user_options->rule_buf_r	:
TOP.5fe7bb76.00050130	user_options->session	hashcat
TOP.5fe7bb76.00050130	user_options->limit	0
TOP.5fe7bb76.00050130	user_options->skip	0
TOP.5fe7bb76.00050130	user_options->attack_mode	0
TOP.5fe7bb76.00050130	user_options->benchmark	0
TOP.5fe7bb76.00050130	user_options->benchmark_all	0
TOP.5fe7bb76.00050130	user_options->bitmap_max	18
TOP.5fe7bb76.00050130	user_options->bitmap_min	16
TOP.5fe7bb76.00050130	user_options->debug_mode	0
TOP.5fe7bb76.00050130	user_options->example_hashes	0
TOP.5fe7bb76.00050130	user_options->force	0
TOP.5fe7bb76.00050130	user_options->hwmon_disable	0
TOP.5fe7bb76.00050130	user_options->hwmon_temp_abort	90
TOP.5fe7bb76.00050130	user_options->hash_mode	0
TOP.5fe7bb76.00050130	user_options->hex_charset	0
TOP.5fe7bb76.00050130	user_options->hex_salt	0
TOP.5fe7bb76.00050130	user_options->hex_wordlist	0
TOP.5fe7bb76.00050130	user_options->hook_threads	32
TOP.5fe7bb76.00050130	user_options->increment	0
TOP.5fe7bb76.00050130	user_options->increment_max	256
TOP.5fe7bb76.00050130	user_options->increment_min	1
TOP.5fe7bb76.00050130	user_options->keep_guessing	0
TOP.5fe7bb76.00050130	user_options->kernel_accel	0
TOP.5fe7bb76.00050130	user_options->kernel_loops	0
TOP.5fe7bb76.00050130	user_options->kernel_threads	0
TOP.5fe7bb76.00050130	user_options->keyspace	0
TOP.5fe7bb76.00050130	user_options->left	0
TOP.5fe7bb76.00050130	user_options->logfile_disable	0
TOP.5fe7bb76.00050130	user_options->loopback	0
TOP.5fe7bb76.00050130	user_options->machine_readable	0
TOP.5fe7bb76.00050130	user_options->markov_classic	0
TOP.5fe7bb76.00050130	user_options->markov_disable	0
TOP.5fe7bb76.00050130	user_options->markov_threshold	256
TOP.5fe7bb76.00050130	user_options->backend_info	0
TOP.5fe7bb76.00050130	user_options->backend_vector_width	0
TOP.5fe7bb76.00050130	user_options->optimized_kernel_enable	0
TOP.5fe7bb76.00050130	user_options->outfile_autohex	1
TOP.5fe7bb76.00050130	user_options->outfile_check_timer	5
TOP.5fe7bb76.00050130	user_options->outfile_format	3
TOP.5fe7bb76.00050130	user_options->wordlist_autohex_disable	0
TOP.5fe7bb76.00050130	user_options->potfile_disable	0
TOP.5fe7bb76.00050130	user_options->progress_only	0
TOP.5fe7bb76.00050130	user_options->quiet	0
TOP.5fe7bb76.00050130	user_options->remove	0
TOP.5fe7bb76.00050130	user_options->remove_timer	60
TOP.5fe7bb76.00050130	user_options->restore	0
TOP.5fe7bb76.00050130	user_options->restore_disable	0
TOP.5fe7bb76.00050130	user_options->restore_timer	60
TOP.5fe7bb76.00050130	user_options->rp_files_cnt	0
TOP.5fe7bb76.00050130	user_options->rp_gen	0
TOP.5fe7bb76.00050130	user_options->rp_gen_func_max	4
TOP.5fe7bb76.00050130	user_options->rp_gen_func_min	1
TOP.5fe7bb76.00050130	user_options->rp_gen_seed	0
TOP.5fe7bb76.00050130	user_options->runtime	0
TOP.5fe7bb76.00050130	user_options->scrypt_tmto	0
TOP.5fe7bb76.00050130	user_options->segment_size	33554432
TOP.5fe7bb76.00050130	user_options->self_test_disable	0
TOP.5fe7bb76.00050130	user_options->slow_candidates	0
TOP.5fe7bb76.00050130	user_options->show	0
TOP.5fe7bb76.00050130	user_options->speed_only	0
TOP.5fe7bb76.00050130	user_options->spin_damp	0
TOP.5fe7bb76.00050130	user_options->status	0
TOP.5fe7bb76.00050130	user_options->status_json	0
TOP.5fe7bb76.00050130	user_options->status_timer	10
TOP.5fe7bb76.00050130	user_options->stdout_flag	0
TOP.5fe7bb76.00050130	user_options->usage	0
TOP.5fe7bb76.00050130	user_options->username	0
TOP.5fe7bb76.00050130	user_options->veracrypt_pim_start	485
TOP.5fe7bb76.00050130	user_options->veracrypt_pim_stop	485
TOP.5fe7bb76.00050130	user_options->version	0
TOP.5fe7bb76.00050130	user_options->workload_profile	2
TOP.5fe7bb76.00050130	user_options->brain_client	0
TOP.5fe7bb76.00050130	user_options->brain_client_features	2
TOP.5fe7bb76.00050130	user_options->brain_server	0
TOP.5fe7bb76.00050130	user_options->brain_server_timer	300
TOP.5fe7bb76.00050130	user_options->brain_port	6863
TOP.5fe7bb76.00050130	user_options->brain_session	0
TOP.5fe7bb76.00050130	hashes->hashlist_mode	2
TOP.5fe7bb76.00050130	hashes->hashlist_format	0
TOP.5fe7bb76.00050130	hashes->hashes_cnt	0
TOP.5fe7bb76.00050130	hashes->digests_cnt	1
TOP.5fe7bb76.00050130	hashes->digests_done	0
TOP.5fe7bb76.00050130	hashes->salts_cnt	1
TOP.5fe7bb76.00050130	hashes->salts_done	0
TOP.5fe7bb76.00050130	SUB.5fe7bb76.0009d9b2	START
TOP.5fe7bb76.00050130	SUB.5fe7bb76.0009d9b2	straight_ctx->dict	..\wordlists\wordlist1.txt
TOP.5fe7bb76.00050130	SUB.5fe7bb76.0009d9b2	runtime_start	1609022326
TOP.5fe7bb76.00050130	SUB.5fe7bb76.0009d9b2	runtime_stop	1609022327
TOP.5fe7bb76.00050130	SUB.5fe7bb76.0009d9b2	status-after-work	5
TOP.5fe7bb76.00050130	SUB.5fe7bb76.0009d9b2	STOP
TOP.5fe7bb76.00050130	proc_start	1609022326
TOP.5fe7bb76.00050130	proc_stop	1609022327
TOP.5fe7bb76.00050130	STOP
TOP.5fe7bb8e.0006d229	START
TOP.5fe7bb8e.0006d229	folder_config->cwd	F:\D_Data\neehackAgent\hashcat
TOP.5fe7bb8e.0006d229	folder_config->install_dir	.
TOP.5fe7bb8e.0006d229	folder_config->profile_dir	.
TOP.5fe7bb8e.0006d229	folder_config->session_dir	.
TOP.5fe7bb8e.0006d229	folder_config->shared_dir	.
TOP.5fe7bb8e.0006d229	user_options->separator	:
TOP.5fe7bb8e.0006d229	user_options->encoding_from	utf-8
TOP.5fe7bb8e.0006d229	user_options->encoding_to	utf-8
TOP.5fe7bb8e.0006d229	user_options->rule_buf_l	:
TOP.5fe7bb8e.0006d229	user_options->rule_buf_r	:
TOP.5fe7bb8e.0006d229	user_options->session	hashcat
TOP.5fe7bb8e.0006d229	user_options->limit	0
TOP.5fe7bb8e.0006d229	user_options->skip	0
TOP.5fe7bb8e.0006d229	user_options->attack_mode	0
